,risk_rating,Self_exclude_flag,Country_Code,BR Code,Period,Client,Variable_1_Y1,Variable_13_Y1,Variable_19_Y0,Variable_3_Y0,Variable_14_Y0,Variable_22_Y1,Variable_22_Y0,Variable_2_Y0,Variable_9_Y0
25449,7,1,0,11,2019Q2,12934,619055.7772,607725.2815,593980.2073,581256.8092,625587.2036,621329.2958,575432.5272,591829.0321,599340.4442
24270,7,1,0,26,2020Q1,12486,571916.1077,614186.4756,585092.3846,595913.3149,621007.7214,591157.111,607180.9448,581627.2783,616564.1827
18247,7,1,0,21,2019Q2,7488,602523.5617,625289.9471,614619.9532,607863.3253,611380.0896,581446.2486,574746.2589,597495.6107,629307.887
3720,6,1,0,19,2016Q4,1476,618787.4282,570485.0379,628966.0817,622223.6248,587574.0639,590971.1893,594765.0796,573543.952,610005.0904
19906,7,1,1,5,2017Q3,8444,577671.1751,572045.7053,623635.2549,600884.3698,628149.0762,583143.9411,594252.2133,621694.914,602198.6042
1706,7,1,0,19,2019Q4,670,586210.0689,591434.6383,590041.4282,585486.3811,596200.2524,615805.2115,573801.0288,592914.1546,592052.405
5019,6,1,0,8,2016Q2,2008,597476.0359,593619.2669,602995.5357,571472.6492,623530.3659,597621.7174,611931.7817,594498.3141,580064.1137
3417,4,1,0,12,2020Q1,1354,602051.5496,591630.5523,626794.6603,573080.3191,572570.0216,626185.6413,578472.1047,595058.7323,590852.4169
24908,4,1,0,34,2019Q4,12722,614034.3283,587075.3633,632985.1617,610395.9279,621218.0065,623453.2086,612797.6721,605338.1646,595812.6537
1731,7,1,0,2,2017Q2,680,617544.2149,624199.4186,618722.5514,610949.5976,584009.6487,585407.8605,594842.0466,573608.2733,609109.1326
7506,7,1,1,5,2019Q1,2984,623151.6711,609411.029,578045.0011,618278.0719,599861.7425,581551.4969,596022.4564,582449.2292,600178.2518
7211,7,1,1,5,2015Q3,2866,587138.4634,574163.856,603298.3347,604275.1829,605798.7524,581667.8688,606566.8326,635056.1075,633093.8462
22350,6,1,0,26,2019Q4,10274,571425.3953,620365.6622,593091.6018,596782.0668,599202.3552,623240.9702,602794.5561,629782.3067,614290.6699
25152,5,1,0,6,2015Q4,12819,577960.4528,612566.2893,614047.1775,569198.0673,602522.4411,596151.6265,623431.1344,610643.7139,618179.5317
3422,4,1,0,12,2016Q3,1354,593777.0434,619593.0188,594968.9544,610872.0805,625606.3492,593135.408,596153.4773,602794.3988,579781.9777
24100,7,1,1,5,2020Q1,12254,625348.0065,622566.8221,605362.746,597490.8985,578522.0856,598763.6327,619663.4529,594444.476,604962.4968
9231,8,1,0,4,2015Q3,3703,622820.1094,614467.8279,587231.7052,578463.3447,578661.3895,574481.1019,581698.3209,607989.0087,612174.9481
1149,10,0,0,27,2017Q3,453,573379.544,607169.8967,628746.7532,587892.4943,572893.7081,624293.6435,599148.5211,576649.7225,572510.7908
14738,6,1,1,5,2019Q4,5801,584079.0866,584266.0484,622793.6369,575621.9329,615971.4542,620208.8715,586535.1488,627408.2407,585269.8362
22848,4,1,0,2,2019Q2,10770,574034.9269,573816.7254,615599.761,569744.678,597357.8326,621751.8046,577642.798,572296.5472,631383.6752
22352,8,1,0,11,2020Q1,10276,614272.344,620705.6459,602361.9314,620999.653,621194.4094,610049.2383,607976.5558,589465.5448,590990.3484
11915,7,1,0,33,2017Q1,4740,603377.3423,591804.2275,579730.5466,593986.2437,573435.3284,578157.0987,628032.9573,603655.9687,613081.477
12179,8,1,0,4,2015Q1,4826,598316.1873,586017.3159,609505.2922,598498.538,590313.8416,628080.2759,608041.0989,596713.8952,576767.3466
19958,8,1,0,8,2019Q3,8482,613105.9125,588110.804,578720.323,627932.2858,571216.9661,624213.2413,587271.3879,598667.001,611894.4387
5817,5,1,0,12,2017Q2,2315,608121.4658,624417.2171,593008.5684,604864.267,621571.3578,578847.3165,570645.4425,595510.1088,591551.6568
2947,4,1,1,5,2014Q4,1170,590092.9935,579880.2472,619752.7684,594228.5266,604660.6063,609866.4958,608114.0224,630310.1707,635083.2399
26051,7,1,1,5,2019Q1,13151,617249.2456,612336.5974,617853.5785,583166.1899,584841.5024,620118.9572,583350.6862,611343.1823,594144.0607
14799,6,1,0,3,2018Q4,5827,625457.1726,617794.3583,606255.5681,585768.7036,623228.6663,571368.4938,583333.0316,594602.4686,606610.8257
27653,4,1,1,5,2018Q2,13798,588619.4098,581604.4886,625194.6897,597206.4699,585714.9285,585673.4532,599996.458,622565.7243,576350.5744
16657,7,1,0,12,2015Q4,6673,588207.0511,590393.4931,619055.891,568963.2408,618963.1675,577227.8118,600123.9653,623169.9101,582604.0656
5674,8,1,0,19,2018Q4,2262,589432.1642,597482.1191,585715.1031,594035.37,598424.3561,624101.524,596922.8209,632380.8183,616699.0018
1530,9,0,1,5,2014Q4,605,618153.9247,589208.0261,582736.2459,620080.9307,592304.4884,606869.773,598327.1725,576697.743,570559.5232
8895,12,0,1,5,2019Q1,3554,581795.8795,601174.8552,586041.3475,573423.3722,585268.3704,573965.2904,591163.6607,594184.3476,610030.2335
22023,7,1,0,21,2019Q4,10002,576577.3422,624328.8293,621983.1407,584980.6594,620577.7138,608250.6826,586507.9685,616409.4911,575988.1549
27389,6,1,0,0,2014Q4,13683,618145.3481,619923.1238,627434.2226,584873.9656,583385.1563,580151.2764,595873.4029,577312.4233,589656.3105
27084,6,1,1,5,2017Q1,13544,569992.7147,582712.6076,592818.1877,591302.3689,569225.2921,617850.3081,572670.0986,572468.3015,599191.4029
23024,6,1,0,26,2019Q3,10955,577512.7846,608145.5702,629503.2812,606516.4854,627893.1385,613634.1194,590212.1267,611099.3375,581005.1414
5553,4,1,1,5,2018Q1,2217,627538.5619,606485.8352,592624.5323,605457.495,595011.8746,617170.5815,588686.3256,580749.6814,582643.6921
11379,5,1,0,19,2018Q1,4515,585369.9896,624658.2799,612372.6437,593951.0357,628608.9439,615853.4407,577985.1364,620586.1181,634546.1736
24001,8,1,0,9,2020Q1,12110,590671.9522,593508.8995,591401.7545,618720.4736,610092.6784,571162.4574,625464.5608,602450.77,569741.6273
15796,10,0,1,5,2016Q1,6273,612313.7709,610987.5502,621008.2874,617781.4222,582406.0435,578827.7615,598244.9239,611693.2388,614034.0319
9022,7,1,0,47,2016Q1,3619,609612.031,598695.5647,607180.0226,615354.2216,600767.8661,597332.8436,573821.9523,587958.3825,610483.7146
14582,9,0,1,5,2019Q3,5735,591514.6648,618192.6858,616382.7415,573212.4168,583825.4937,595398.8473,613389.2272,576290.9312,576293.5805
18405,5,1,0,3,2018Q2,7578,577348.8381,617521.9902,612752.3893,572665.8314,578143.6264,593169.1105,605479.1181,625135.0376,606266.0835
15191,6,1,0,11,2020Q1,5986,595410.8159,620106.2672,605618.6925,590865.7566,612177.5277,591803.9089,618575.7966,575309.0408,625515.9126
25577,6,1,0,22,2017Q2,12983,625153.5765,625673.3903,571676.0091,610044.4781,598185.5479,598349.4681,616016.9553,628204.8242,615755.9904
1649,6,1,0,12,2016Q2,651,623604.2854,603238.431,601930.1988,610886.5259,584134.8595,580920.0899,590224.463,600405.051,578888.3989
27700,12,0,1,5,2014Q4,13819,582963.9616,596760.3922,587423.2859,602811.9117,595730.764,601376.5118,588488.5212,570157.101,626837.7471
9671,6,1,0,12,2015Q3,3885,618628.8705,604771.4142,597587.9455,586235.1979,612675.5689,588663.9163,625473.2804,616280.6842,590638.3854
9626,7,1,1,5,2019Q3,3871,587685.0158,602422.5162,587749.647,595767.9298,627420.6083,585530.2243,627919.5859,622102.5892,584373.9786
19644,8,1,0,6,2019Q2,8290,581243.6811,596402.7747,585037.359,594777.1036,581267.8713,619720.9526,611623.7469,621004.187,625361.6635
12562,8,1,1,5,2017Q2,4965,571079.7459,597960.1883,620220.4781,580879.5628,620438.466,575428.002,585836.0601,622188.3569,611233.0851
17133,8,1,0,8,2017Q1,6920,616832.5116,597961.3145,599907.433,628475.2454,593918.4921,576617.3059,585696.7101,580263.2453,572730.3925
27723,5,1,0,58,2017Q4,13828,582104.8648,592724.2985,586169.3991,582168.3082,627120.2137,577935.4534,599199.2892,632587.895,585235.8356
25989,8,1,0,18,2017Q4,13122,582870.4257,603020.8017,590195.7625,620880.9053,578647.4883,604509.6986,610730.3856,572913.7923,621979.6224
22909,5,1,0,26,2019Q3,10819,615924.4832,598920.1198,623394.464,606780.5433,619305.1993,622587.3876,591895.032,636350.9958,586237.1015
1978,4,1,0,61,2015Q2,776,1644324.885,600131.0004,4610639.993,634339.2826,1570038.805,1463953.788,1109510.503,6219637.959,4547729.322
23702,8,1,0,4,2019Q4,11711,597187.5045,594218.9235,592286.2446,571950.017,622049.0426,611173.8671,594571.0136,598151.1786,620933.7185
16096,6,1,1,5,2019Q4,6404,572269.3943,577960.3563,596556.6823,569596.624,573688.876,573056.1673,581210.7004,574537.0161,602460.6428
14498,10,0,1,5,2018Q4,5700,576725.315,615269.5799,601887.4665,580059.6852,611648.7919,608966.1192,570166.8556,600281.2669,619118.5057
5936,4,1,0,38,2015Q2,2368,599857.0777,570126.7911,585520.0838,569505.4022,605543.431,590995.8443,611365.3977,592840.9903,582776.5303
25732,8,1,0,18,2015Q1,13038,621203.6033,573323.4027,636321.2681,614214.9605,631224.5789,592408.7695,599287.4436,641106.3669,599673.0968
21266,7,1,0,33,2018Q3,9379,592419.1224,606382.1895,621866.6498,622808.751,597772.6712,618215.9655,594182.6342,595141.3788,605592.1941
7637,6,1,0,0,2017Q3,3046,611406.3066,625301.6911,574799.3107,573365.7934,592776.1795,612690.753,592155.8361,613882.6919,607911.9784
4159,9,0,1,5,2018Q2,1657,624782.3142,592940.0585,578128.8025,569252.2895,620399.2468,605088.101,604286.0681,625622.6167,583066.7216
18058,9,0,1,5,2018Q4,7391,593473.4699,604656.9292,612250.8628,582630.6318,620681.1875,602544.2106,604382.4958,601403.6051,581620.5092
25353,10,0,1,5,2018Q2,12896,592824.5744,601644.8985,622366.0965,604770.8571,617755.8507,591902.9872,623109.683,591864.7326,612678.3195
2992,9,0,0,4,2018Q2,1190,571364.6146,586049.4956,583091.3488,598528.4494,616884.8378,600283.7199,615475.7048,590140.8413,608180.6486
16487,13,0,0,11,2020Q1,6601,611836.7891,616523.2975,592587.4926,589145.7044,587096.6615,591145.0786,587245.0023,607061.8775,607137.4959
25377,8,1,0,34,2017Q3,12903,591608.9199,602056.1635,577670.8599,574524.9432,610464.375,609515.0889,577930.2914,592709.4358,591331.7081
24767,6,1,0,12,2019Q1,12668,623009.7887,579352.2131,610010.0824,588085.5263,599611.283,578760.1775,595779.7874,588527.3385,621787.8893
152,7,1,0,19,2015Q4,65,621840.9818,586577.813,609041.6557,614401.1233,585301.9925,603158.949,589185.5983,604326.202,574235.5879
19335,4,1,0,12,2018Q4,8095,595439.2015,569898.1748,621479.3616,623542.8729,601922.8764,622980.8493,573644.3206,573866.2822,610465.0997
24907,5,1,1,5,2015Q1,12721,626117.0858,585338.0248,577292.5316,629670.9742,618335.8021,624959.3648,613629.073,640093.0591,624950.2186
28127,5,1,0,3,2015Q3,13991,618724.5292,576110.3808,645095.0386,610675.0889,620250.3342,634840.7347,648300.6199,691298.4241,601975.2521
10691,6,1,0,16,2017Q3,4263,592631.0426,580214.5432,624491.5872,624689.1671,617987.2662,571332.4008,577044.0929,600847.9267,572761.2811
5126,6,1,0,11,2017Q4,2048,612357.2244,588558.8647,604392.2843,608562.9553,624831.936,586078.7477,606346.925,584719.5797,608509.8193
25168,9,0,1,5,2018Q2,12828,605539.0552,593775.7774,593217.1699,577050.566,588487.0603,592371.3109,581533.2673,573098.9278,589100.8061
9184,8,1,0,1,2019Q3,3679,593187.2849,582243.6698,577906.8227,584130.1934,585996.6157,625544.1844,577197.6468,580049.5056,618624.8199
1078,7,1,0,19,2016Q3,421,599129.8034,589039.3595,594796.9083,608050.2991,616699.9418,626081.9464,585003.5103,580630.2073,580362.8004
1982,7,1,0,11,2018Q3,777,602339.5449,577974.4711,583302.1457,602244.0481,612521.373,599290.1888,593681.0893,617193.3458,573530.5634
22086,8,1,0,35,2018Q4,10048,623602.1389,595931.5338,618369.1047,611834.4764,632464.0407,596996.2634,615501.5862,643771.2662,612379.9923
17479,7,1,0,12,2017Q4,7100,616307.9158,594567.4957,616429.5832,611350.1533,593149.3646,579705.0549,624475.4506,594571.024,617693.2647
3253,7,1,1,5,2018Q4,1284,630834.7107,618506.4752,624606.9204,588976.475,603527.3679,570973.8098,629298.5886,631124.2135,646930.8539
16856,8,1,0,19,2019Q3,6772,605054.9077,583145.309,623373.4313,628796.8066,620504.5879,581731.6561,596226.2958,629997.6821,602379.5474
18950,8,1,0,4,2019Q3,7872,596610.1699,598547.3729,580224.9947,624043.0575,584803.2605,577649.9118,573156.5999,613985.4175,600940.3395
3565,8,1,1,5,2015Q4,1415,628441.0074,588326.1781,626370.4804,606842.515,596375.3275,579378.0797,614207.0002,626853.0924,622701.5837
24427,7,1,0,4,2019Q3,12553,610192.7938,621052.4448,627826.3387,596736.0027,609882.0343,608277.1338,617617.1005,645836.2733,642601.5604
14370,10,0,0,33,2016Q1,5644,592766.741,570085.3828,594815.9591,609682.8406,592608.351,607692.0142,585792.9541,644472.0782,634075.4547
21807,5,1,0,10,2018Q4,9808,623016.2148,622657.5762,603905.46,601560.8159,582252.5316,611225.3019,573541.6961,592935.1116,605438.3038
5873,5,1,0,10,2018Q4,2338,627875.2056,584113.7655,619953.5942,569462.8881,573168.8655,584573.0708,601056.0581,630213.4518,627655.6867
28070,5,1,0,21,2017Q3,13968,579675.674,573117.8728,629077.6212,614171.187,614094.5214,578973.4408,579903.2329,614326.8149,593152.5381
18742,6,1,1,5,2015Q1,7760,573647.9741,604658.3567,592272.9933,605132.6053,573750.0347,581719.1359,599831.7022,600391.0008,575099.8537
23052,6,1,0,26,2020Q1,10989,583764.7493,611775.651,613209.5395,605586.2982,606086.739,618191.7626,592369.9394,585613.8102,625733.3771
5681,5,1,0,0,2015Q1,2263,624832.1992,625530.0415,606750.7224,605418.6337,570264.0393,618115.548,569632.2659,605511.6992,617076.1075
10949,6,1,1,5,2019Q1,4359,569029.9752,625790.4704,571750.4085,572400.5866,576520.5357,582551.8174,601387.9618,626048.0189,585261.7713
19222,8,1,0,12,2017Q3,8028,620055.2182,587072.4515,601070.9869,578903.618,610853.2992,588250.2754,592244.9043,628365.7743,617437.0956
3150,6,1,0,19,2015Q3,1245,611745.7418,620198.7558,605274.0237,573271.6355,616877.7727,599649.8682,572437.8391,624577.1108,628744.1777
25903,9,0,0,11,2015Q2,13094,610585.6763,573547.6388,578107.6683,572331.5168,600518.7503,578445.7288,588875.5641,630301.7116,608731.5357
10315,4,1,0,58,2015Q4,4131,610548.6777,572978.959,603306.4561,616478.5449,629765.5154,619989.3411,591587.8221,636516.8146,616772.2931
5177,11,0,0,23,2014Q4,2067,609982.5116,623857.0479,612377.0321,575725.9359,610365.0132,589377.1009,595590.9958,622363.5935,621684.4347
27115,6,1,0,12,2015Q1,13566,596281.4807,613498.2892,582899.0114,583062.7494,618432.1487,623697.5761,617565.0498,597847.5246,586909.29
7689,6,1,0,12,2018Q1,3074,610830.0788,589095.7376,621421.1596,580969.4118,618517.5659,569434.3735,572237.1418,589525.0515,594475.2806
20985,8,1,0,3,2018Q2,9166,615213.7193,597296.7655,577049.7497,576092.1929,601204.8518,620211.9879,570876.999,618009.1573,569709.3674
10236,6,1,1,5,2017Q3,4102,605870.0698,584657.0407,612478.654,608995.2614,611470.4829,599881.5914,625176.8436,595234.6053,590353.5974
11617,5,1,1,5,2016Q4,4616,579198.2291,605814.4464,580997.9205,607909.5252,571557.119,592162.9567,585793.5208,580168.9918,595386.1974
418,4,1,1,5,2019Q4,182,600343.5884,587249.4908,577371.1955,569570.1654,601709.1629,617859.7221,596399.0292,585655.5394,596474.9765
603,7,1,0,4,2019Q2,256,622907.5302,574099.9308,606459.5036,629142.9395,589247.0902,604156.4759,606415.6558,626537.5466,599581.6129
8010,6,1,0,8,2017Q1,3192,617334.64,586651.3795,625445.5591,598703.1364,618044.461,606014.5905,616546.2261,619272.5302,605377.4791
11491,9,0,0,4,2015Q3,4570,604614.1942,580331.2114,572057.0901,613346.3221,591204.747,604784.4219,572641.9085,592997.192,590212.8573
372,6,1,1,5,2015Q1,157,590517.1948,627716.8281,598472.1795,594750.0929,606187.6029,598385.9776,583070.2584,606753.3883,590245.0763
26342,6,1,0,77,2018Q2,13277,615573.5601,582861.0772,582274.755,602814.6147,605343.1243,603542.5186,584420.6741,610165.8472,591879.291
8102,6,1,0,12,2019Q4,3230,599301.5779,578559.1866,625043.0833,617459.3339,571625.0681,571473.5599,607718.9594,579417.1102,593577.3794
827,8,1,0,13,2019Q1,336,584317.9785,569491.5724,590323.3034,623210.6415,604983.8058,570100.4497,619907.3118,605365.7104,620660.1909
8439,9,0,0,45,2019Q1,3370,580882.9109,584956.5763,617431.6596,571409.7039,609974.8515,579811.0005,579396.8727,622582.189,601205.5725
8668,6,1,0,4,2018Q3,3463,586184.7986,604095.2097,592846.4361,617664.6536,586925.0711,609399.0858,624519.2886,590129.8706,581721.9715
17295,8,1,0,16,2019Q1,7006,583783.0268,596871.2646,561434.9926,658375.8216,592722.9649,585572.3004,593351.2648,677054.8031,590400.1656
3001,6,1,0,8,2015Q2,1192,629850.3172,623049.7638,626866.5542,628574.1592,628813.9741,616049.6808,604111.5297,587790.6983,599889.6715
789,6,1,0,12,2019Q1,319,617721.3121,585747.3928,612834.93,580156.4199,625330.3492,586986.4222,609167.5334,614887.4358,609196.8043
20905,7,1,0,12,2019Q2,9122,582392.775,594939.1479,596833.1648,577739.8244,573127.6115,599439.4508,623738.3389,613330.8676,617526.6173
8769,5,1,0,12,2019Q3,3506,595042.5045,586972.1851,619466.6312,609426.5746,614952.5165,615352.9567,610705.7343,633317.1341,596611.3504
10944,9,0,1,5,2016Q3,4357,577946.1659,586608.2369,607219.23,593288.983,578485.907,574338.1323,571172.4807,590177.2113,601478.6951
7450,7,1,0,21,2016Q3,2963,596074.7812,601854.9483,580296.4611,618971.9863,621297.0354,610144.8075,575191.7844,600395.2178,592595.5502
4253,6,1,1,5,2017Q3,1707,592275.5178,583067.8925,596688.3612,588996.1029,621283.3398,610398.611,593739.012,610702.1506,610983.0157
18406,5,1,0,3,2017Q3,7578,591758.2974,583301.3436,627970.9173,578531.1931,600229.7159,616505.6463,571652.6878,571595.2626,577065.978
6467,6,1,0,12,2020Q1,2586,580897.7069,613974.7887,625587.2534,630910.2447,588726.1571,605763.9913,578549.2403,619896.9796,611275.103
25324,7,1,0,4,2017Q1,12885,628242.0326,576227.6608,625589.2832,596107.2413,610598.4403,619232.2004,582193.0784,602514.968,620286.9406
3658,5,1,0,12,2016Q1,1450,617943.7103,607811.6037,594034.7883,569614.7069,615128.4897,620173.6148,594613.4973,596078.7941,584224.1795
23093,5,1,1,5,2019Q4,11035,593951.1644,596439.913,598827.6807,596331.9937,575186.5285,616300.9161,612921.6704,628940.7239,614334.9577
4058,6,1,1,5,2016Q3,1620,617045.4587,604487.6655,592851.914,571040.3927,574000.1587,586117.3432,592481.6029,627815.5992,619584.6821
4970,5,1,0,4,2018Q4,1985,601371.1106,579101.2787,596239.0981,614811.4457,574772.6813,591731.8188,614561.4569,628290.8922,572159.0644
10849,6,1,0,12,2016Q4,4315,615187.201,579399.6285,590277.7722,613026.9358,614048.627,625832.0921,602649.0683,629613.4821,618393.9947
15551,7,1,0,30,2015Q3,6166,619806.9049,616240.0908,599369.3831,595502.8161,622104.0092,590484.7787,575563.9186,593516.1025,577538.7028
1250,6,1,0,8,2015Q3,492,580681.4637,581340.7118,597502.52,594480.2144,601681.6582,613636.4376,611383.1916,620684.7037,617731.9837
26259,9,0,0,19,2016Q3,13239,583907.6191,569154.9688,579247.983,608718.4972,611345.6696,592697.1513,570783.8524,578646.2284,608770.9888
17878,8,1,1,5,2019Q2,7302,608201.3081,617182.5284,585847.0668,577745.0088,570878.9367,600234.8646,597451.9177,583151.1071,612686.3731
16277,7,1,1,5,2019Q1,6483,592581.3333,596641.1632,575832.0267,622739.9365,586928.9661,608154.0139,606113.6734,595907.0719,606008.1589
3074,8,1,0,11,2019Q1,1221,604808.2982,601176.8641,612076.5399,626201.4027,575010.0022,609286.3957,577693.7066,594291.6072,611597.8622
435,4,1,0,12,2015Q3,188,617225.3419,596631.048,611971.2121,630720.8996,598732.9807,605055.4701,604110.819,580715.5774,596244.6268
2323,7,1,0,2,2017Q4,920,571299.0271,582696.823,590655.7793,582561.1341,605169.8187,590800.1585,586975.8022,590470.0177,626277.6504
26696,4,1,0,3,2019Q4,13396,605487.7752,612725.73,578525.1902,610917.7908,607267.3692,624024.2889,595924.852,626907.163,620221.8754
1945,8,1,1,5,2018Q4,764,572732.4279,600034.5657,631515.7433,631965.3549,614320.1073,606059.1892,570027.5344,643465.1022,603035.2494
10972,8,1,0,34,2018Q3,4366,627643.5908,571510.6353,620032.3553,578896.9551,613402.3542,623761.0613,623828.1908,632268.5955,602690.1633
5850,6,1,0,12,2019Q1,2328,570757.273,571884.6655,627646.1742,601405.9513,606356.5103,613788.3468,609702.0809,609469.9074,589811.7514
2572,7,1,0,27,2017Q3,1021,572811.5145,582279.3652,576187.7854,611874.8243,626933.1211,602680.1778,626425.5097,595653.3529,602026.3137
8057,3,1,1,5,2018Q1,3210,606145.759,624925.611,616435.4615,601349.3834,573003.4217,614576.699,569266.0365,573750.8412,607575.9412
24403,10,0,0,4,2018Q2,12544,593562.0119,609478.1116,611052.8266,605541.2569,581530.0278,579226.5649,580372.7076,601839.0037,591913.2874
21652,5,1,1,5,2019Q2,9678,590331.4043,626812.4265,592599.8642,570748.4084,573364.2026,586969.4794,573448.9284,579362.2162,624924.1766
